player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Keith Kirkwood,48017,WR,NO,13,0,20,49.8,100.0,58,38.4,58,46.9,1,100.0,151,151,56.2,100.0,75,49.7,75
Treylon Burks,99218,WR,TEN,11,0,31,55.4,100.0,56,37.1,56,50.5,0,97.4,151,155,71.6,100.0,90,59.6,90
Ko Kieft,41372,TE,TB,18,0,30,63.8,100.0,58,38.7,58,60.9,1,100.0,150,150,61.9,100.0,63,42.0,63
Trenton Irwin,48080,WR,CIN,16,0,7,52.8,100.0,81,54.0,81,31.0,0,100.0,150,150,57.9,100.0,54,36.0,54
Zay Jones,11792,WR,JAX,9,0,15,51.6,100.0,80,53.7,80,49.1,0,100.0,149,149,57.1,100.0,58,38.9,58
Kirk Cousins,7102,QB,MIN,8,0,18,60.0,98.1,51,34.5,52,60.0,0,93.1,148,159,60.0,100.0,89,60.1,89
Jeremy Ruckert,84029,TE,NYJ,15,0,22,46.9,100.0,69,46.9,69,55.0,0,100.0,147,147,61.9,100.0,58,39.5,58
Tommy DeVito,60545,QB,NYG,9,0,21,60.7,98.3,57,39.0,58,60.7,0,90.7,146,161,60.3,93.0,80,54.8,86
Tank Dell,78874,WR,HST,11,0,13,61.0,98.1,53,36.6,54,50.1,0,92.9,145,156,57.9,94.2,81,55.9,86
Carter Warren,60023,T,NYJ,6,0,22,35.1,100.0,47,32.9,47,49.9,0,100.0,143,143,63.5,100.0,77,53.8,77
Jake Bobo,77997,WR,SEA,17,0,29,61.3,100.0,51,35.9,51,77.6,0,99.3,142,143,84.6,100.0,71,50.0,71
Matt Feiler,9289,G,TB,6,0,30,42.7,100.0,52,36.6,52,52.2,0,100.0,142,142,61.7,100.0,68,47.9,68
Jauan Jennings,48027,WR,SF,16,0,28,57.1,100.0,35,24.6,35,77.2,2,99.3,142,143,89.1,98.8,84,59.2,85
Tim Jones,61669,WR,JAX,17,0,15,56.5,100.0,66,46.8,66,49.5,0,100.0,141,141,52.8,100.0,56,39.7,56
Tyler Larsen,9304,C,WAS,7,0,32,67.8,100.0,47,33.3,47,60.9,0,100.0,141,141,56.2,100.0,86,61.0,86
Noah Brown,11993,WR,HST,10,0,13,57.3,100.0,56,40.0,56,53.5,0,100.0,140,140,69.8,100.0,71,50.7,71
Greg Dortch,42237,WR,ARZ,10,0,1,51.6,100.0,79,56.4,79,44.9,0,99.3,140,141,57.2,100.0,51,36.4,51
Quintin Morris,61182,TE,BUF,17,0,4,52.9,100.0,55,39.3,55,64.0,0,100.0,140,140,72.7,100.0,58,41.4,58
Mitchell Wilcox,47234,TE,CIN,16,0,7,53.0,100.0,68,48.9,68,45.8,0,100.0,139,139,41.9,100.0,49,35.3,49
Malik Heath,124173,WR,GB,13,0,12,68.6,100.0,54,38.8,54,61.8,0,100.0,139,139,66.9,100.0,70,50.4,70
Max Mitchell,81707,T,NYJ,9,0,22,67.8,100.0,55,39.9,55,49.4,0,100.0,138,138,39.3,100.0,68,49.3,68
Phil Haynes,29244,G,SEA,8,0,29,56.8,100.0,43,31.2,43,53.7,0,100.0,138,138,60.1,100.0,80,58.0,80
Nick Harris,46752,C,CLV,17,0,8,67.7,100.0,82,59.4,82,58.7,0,100.0,138,138,55.5,100.0,41,29.7,41
Kayode Awosika,44909,G,DET,7,0,11,66.6,100.0,62,44.9,62,60.5,0,100.0,138,138,65.4,100.0,61,44.2,61
Demario Douglas,104155,WR,NE,14,0,19,65.3,100.0,65,47.4,65,58.5,1,94.5,137,145,61.7,100.0,56,40.9,56
Robert Tonyan,12193,TE,CHI,17,0,6,49.5,100.0,52,38.2,52,38.9,0,100.0,136,136,55.8,100.0,54,39.7,54
Brevin Jordan,77887,TE,HST,15,0,13,53.4,100.0,57,42.2,57,58.2,1,100.0,135,135,66.8,100.0,58,43.0,58
Max Garcia,9566,G,NO,12,0,20,66.2,100.0,67,49.6,67,55.6,1,100.0,135,135,37.4,100.0,50,37.0,50
Ben Sims,77918,TE,GB,18,0,12,57.0,100.0,47,35.1,47,58.2,0,100.0,134,134,59.8,100.0,64,47.8,64
Scott Miller,47481,WR,ATL,17,0,2,70.3,100.0,41,30.8,41,63.7,0,100.0,133,133,58.6,100.0,88,66.2,88
Marcus McKethan,60811,G,NYG,9,0,21,53.7,100.0,52,39.1,52,53.9,0,100.0,133,133,66.1,100.0,63,47.4,63
Curtis Samuel,11795,WR,WAS,16,0,32,57.0,93.1,27,20.3,29,49.5,0,94.3,133,141,57.3,99.0,101,75.9,102
Chris Paul,77579,G,WAS,7,0,32,51.9,100.0,45,34.1,45,45.1,0,100.0,132,132,50.1,100.0,79,59.8,79
Nash Jensen,66672,G,CAR,7,0,5,51.5,100.0,52,39.7,52,38.6,0,100.0,131,131,35.5,100.0,77,58.8,77
Connor McGovern,10778,C,NYJ,7,0,22,62.6,100.0,57,43.5,57,62.5,1,100.0,131,131,60.7,100.0,62,47.3,62
Stone Smartt,60492,TE,LAC,16,0,27,35.1,100.0,46,35.4,46,31.9,0,100.0,130,130,53.7,100.0,62,47.7,62
Joe Flacco,4332,QB,CLV,6,0,8,61.2,98.9,86,66.2,87,61.2,0,92.9,130,140,60.0,100.0,33,25.4,33
Storm Norton,12188,T,ATL,6,0,2,54.3,100.0,33,25.6,33,66.4,0,100.0,129,129,72.3,100.0,84,65.1,84
A.T. Perry,77975,WR,NO,10,0,20,56.4,100.0,43,33.6,43,48.3,0,100.0,128,128,55.9,100.0,66,51.6,66
Calvin Austin III,61418,WR,PIT,18,0,25,69.8,100.0,34,26.6,34,71.5,0,92.1,128,139,64.3,100.0,81,63.3,81
Ben Skowronek,27948,WR,LA,18,0,26,71.9,100.0,83,65.4,83,55.2,0,98.4,127,129,45.0,100.0,31,24.4,31
Mason Rudolph,46569,QB,PIT,5,0,25,60.0,98.2,55,43.3,56,60.0,0,94.1,127,135,60.0,100.0,58,45.7,58
Chandler Zavala,144009,G,CAR,7,0,5,45.9,100.0,50,40.0,50,41.5,0,100.0,125,125,44.2,100.0,70,56.0,70
Keith Smith,9302,FB,ATL,13,0,2,40.4,100.0,44,35.5,44,44.6,0,100.0,124,124,54.4,100.0,76,61.3,76
Tyson Bagent,169628,QB,CHI,5,0,6,60.0,95.6,43,34.7,45,60.3,0,90.5,124,137,60.3,95.9,71,57.3,74
Kendrick Bourne,12270,WR,NE,8,0,19,53.4,100.0,55,44.7,55,46.5,1,99.2,123,124,71.0,100.0,52,42.3,52
Xavier Gipson,104136,WR,NYJ,15,0,22,79.8,97.4,37,30.1,38,50.1,0,93.9,123,131,56.7,100.0,68,55.3,68
Trystan Colon,41117,G,ARZ,11,0,1,51.0,100.0,62,50.8,62,55.5,0,100.0,122,122,52.1,100.0,55,45.1,55
Colby Sorsdal,87479,G,DET,5,1,11,34.1,100.0,49,40.5,49,46.9,2,100.0,121,121,62.1,100.0,55,45.5,55
Michael Dunn,39676,G,CLV,12,0,8,57.4,100.0,78,65.0,78,63.0,1,100.0,120,120,63.9,100.0,27,22.5,27
Ian Thomas,42130,TE,CAR,12,0,5,69.1,100.0,57,47.5,57,62.1,1,100.0,120,120,50.1,100.0,61,50.8,61
Braxton Berrios,47961,WR,MIA,16,0,17,54.9,100.0,42,35.3,42,50.2,1,99.2,119,120,63.0,100.0,66,55.5,66
Jakob Johnson,32565,FB,LV,12,0,23,45.1,100.0,56,47.1,56,49.9,1,100.0,119,119,58.2,100.0,33,27.7,33
Deven Thompkins,84480,WR,TB,18,0,30,57.9,100.0,53,44.9,53,51.5,0,95.2,118,124,59.9,100.0,45,38.1,45
Tyrod Taylor,6332,QB,NYG,9,0,21,60.3,95.5,42,35.6,44,60.5,0,90.1,118,131,60.3,98.6,70,59.3,71
Josiah Deguara,47034,TE,GB,17,1,12,41.9,100.0,47,40.2,47,55.4,1,100.0,117,117,61.0,100.0,53,45.3,53
Wesley French,29608,C,IND,8,0,14,61.5,100.0,35,29.9,35,47.5,0,100.0,117,117,43.5,100.0,74,63.2,74
Xavier Hutchinson,122518,WR,HST,15,0,13,57.8,97.7,42,37.2,43,57.8,0,95.8,113,118,59.7,98.2,54,47.8,55
Marvin Mims Jr.,122937,WR,DEN,16,0,10,56.4,100.0,36,32.1,36,55.5,0,93.3,112,120,62.4,100.0,63,56.3,63
Quez Watkins,61664,WR,PHI,10,0,24,48.0,100.0,41,36.6,41,51.4,0,100.0,112,112,71.5,100.0,60,53.6,60
River Cracraft,47417,WR,MIA,11,0,17,49.3,100.0,37,33.0,37,51.7,0,100.0,112,112,67.6,100.0,64,57.1,64
Brandon Johnson,40666,WR,DEN,13,0,10,62.7,100.0,48,43.2,48,53.7,0,100.0,111,111,49.1,100.0,50,45.0,50
Jordan Akins,47050,TE,CLV,18,0,8,42.2,100.0,51,46.4,51,44.2,0,100.0,110,110,56.5,100.0,39,35.5,39
Jake Curhan,38549,T,SEA,6,0,29,43.0,100.0,26,23.9,26,67.1,0,100.0,109,109,74.6,100.0,68,62.4,68
Jimmy Garoppolo,8697,QB,LV,7,0,23,60.0,98.2,55,50.5,56,60.0,0,90.1,109,121,60.0,100.0,33,30.3,33
Taylor Heinicke,9896,QB,ATL,5,0,2,60.4,100.0,41,38.0,41,60.9,0,98.2,108,110,60.0,100.0,63,58.3,63
Andrei Iosivas,109811,WR,CIN,15,1,7,56.4,100.0,48,44.9,48,54.5,1,100.0,107,107,69.3,100.0,43,40.2,43
Jason Brownlee,121451,WR,NYJ,7,1,22,52.0,100.0,31,29.0,31,43.5,1,100.0,107,107,66.8,100.0,64,59.8,64
Landon Young,41761,T,NO,11,0,20,66.4,100.0,49,46.2,49,51.1,1,100.0,106,106,39.2,100.0,44,41.5,44
Ronnie Bell,84288,WR,SF,15,1,28,60.2,100.0,23,21.7,23,58.0,1,100.0,106,106,69.1,100.0,64,60.4,64
Jaylon Moore,43678,T,SF,14,0,28,51.8,100.0,19,17.9,19,69.8,0,100.0,106,106,76.8,100.0,57,53.8,57
C.J. Uzomah,9590,TE,NYJ,12,0,22,69.7,100.0,58,54.7,58,74.5,2,100.0,106,106,75.1,100.0,42,39.6,42
Wanya Morris,98247,T,KC,9,0,16,44.2,100.0,25,23.8,25,47.1,2,100.0,105,105,55.5,100.0,67,63.8,67
Terrace Marshall Jr.,84271,WR,CAR,9,0,5,54.5,100.0,45,42.9,45,40.0,0,100.0,105,105,56.8,100.0,58,55.2,58
Michael Burton,9601,FB,DEN,17,1,10,67.1,100.0,45,43.3,45,61.9,1,92.0,104,113,52.2,100.0,37,35.6,37
Jalen Reagor,61697,WR,NE,11,0,19,59.3,100.0,52,50.0,52,33.5,0,99.0,104,105,63.2,100.0,40,38.5,40
Xavier Newman,58525,G,NYJ,6,0,22,53.3,100.0,38,36.5,38,58.6,0,100.0,104,104,60.4,100.0,55,52.9,55
Teagan Quitoriano,84036,TE,HST,7,0,13,65.8,100.0,34,33.0,34,56.5,0,100.0,103,103,52.4,100.0,57,55.3,57
Trevor Siemian,9683,QB,NYJ,5,0,22,60.3,100.0,38,37.3,38,60.6,0,94.4,102,108,60.0,100.0,59,57.8,59
Yosh Nijman,60822,T,GB,15,0,12,58.4,100.0,36,35.3,36,57.7,0,100.0,102,102,58.9,100.0,54,52.9,54
Davis Allen,99697,TE,LA,14,0,26,54.0,100.0,62,60.8,62,51.3,1,100.0,102,102,59.9,100.0,27,26.5,27
Sean Rhyan,72009,G,GB,11,0,12,62.6,100.0,26,25.7,26,50.8,0,100.0,101,101,50.2,100.0,60,59.4,60
David Quessenberry,7957,T,MIN,6,0,18,52.6,100.0,34,34.0,34,57.2,0,100.0,100,100,61.1,100.0,58,58.0,58
Khari Blasingame,44889,FB,CHI,16,0,6,64.7,84.2,32,32.0,38,68.2,0,92.6,100,108,73.2,96.8,61,61.0,63
P.J. Walker,12134,QB,CLV,5,0,8,60.2,98.2,55,55.6,56,60.5,0,91.7,99,108,60.0,94.7,36,36.4,38
Brock Hoffman,54535,C,DAL,8,0,9,63.4,100.0,39,39.8,39,54.3,1,100.0,98,98,58.0,100.0,42,42.9,42
Zach Pascal,12303,WR,ARZ,14,0,1,81.4,100.0,46,46.9,46,56.9,0,100.0,98,98,51.4,100.0,36,36.7,36
Alex Erickson,11107,WR,LAC,8,0,27,65.3,100.0,39,40.2,39,45.3,0,100.0,97,97,69.7,100.0,50,51.5,50
Brandon Powell,48036,WR,MIN,15,0,18,61.9,100.0,31,32.3,31,42.1,1,95.0,96,101,53.3,100.0,57,59.4,57
Hunter Luepke,91319,FB,DAL,17,0,9,44.5,100.0,35,36.8,35,55.6,0,94.1,95,101,54.4,93.5,29,30.5,31
Charlie Heck,36501,T,HST,5,0,13,66.8,100.0,33,34.7,33,56.3,0,100.0,95,95,55.5,100.0,50,52.6,50
Kalif Raymond,11028,WR,DET,16,0,11,39.4,97.5,39,41.1,40,59.0,1,94.1,95,101,66.5,100.0,50,52.6,50
Ben Cleveland,41696,G,BLT,13,0,3,44.8,100.0,49,51.6,49,62.0,0,100.0,95,95,81.9,100.0,37,38.9,37
Johnny Mundt,12206,TE,MIN,16,0,18,59.6,100.0,41,43.6,41,63.8,0,100.0,94,94,65.8,100.0,43,45.7,43
Easton Stick,29466,QB,LAC,5,0,27,60.2,78.9,30,31.9,38,60.2,0,83.9,94,112,60.0,93.3,56,59.6,60
Kelvin Beachum,7229,T,ARZ,6,0,1,51.4,100.0,47,50.5,47,51.7,0,100.0,93,93,55.3,100.0,35,37.6,35
Nick Allegretti,39268,G,KC,9,0,16,70.6,100.0,41,44.1,41,59.6,0,100.0,93,93,46.3,100.0,40,43.0,40
Equanimeous St. Brown,47967,WR,CHI,7,0,6,54.8,100.0,30,32.3,30,43.9,0,100.0,93,93,52.0,100.0,52,55.9,52
Sam Mustipher,13026,C,BLT,7,0,3,66.5,100.0,46,50.0,46,67.1,1,100.0,92,92,77.3,100.0,32,34.8,32
Miles Boykin,48209,WR,PIT,16,0,25,58.2,100.0,36,39.1,36,53.8,0,100.0,92,92,54.3,100.0,40,43.5,40
Hunter Renfrow,47509,WR,LV,16,0,23,56.4,100.0,37,40.2,37,31.3,0,100.0,92,92,50.9,100.0,41,44.6,41
Zach Ertz,7816,TE,ARZ,7,0,1,53.3,100.0,41,44.6,41,49.5,0,100.0,92,92,50.3,100.0,42,45.7,42
Kevin Rader,30887,TE,TEN,13,0,31,32.5,100.0,32,34.8,32,44.3,0,100.0,92,92,59.5,100.0,39,42.4,39
Jimmy Graham,5619,TE,NO,11,0,20,53.4,100.0,27,29.7,27,50.1,1,100.0,91,91,49.2,100.0,53,58.2,53
Elijah Higgins,98027,TE,ARZ,11,0,1,48.8,100.0,40,44.0,40,51.1,0,100.0,91,91,57.6,100.0,42,46.2,42
David Bell,97989,WR,CLV,14,0,8,51.4,100.0,50,54.9,50,51.1,0,100.0,91,91,54.1,100.0,26,28.6,26
Abraham Lucas,60218,T,SEA,6,0,29,69.1,100.0,39,42.9,39,58.8,0,100.0,91,91,57.2,100.0,46,50.5,46
James Mitchell,77885,TE,DET,14,0,11,48.4,100.0,27,30.3,27,46.0,1,100.0,89,89,53.7,100.0,49,55.1,49
Taysom Hill,12112,TE,NO,16,0,20,43.9,34.2,27,30.3,79,57.3,0,52.7,89,169,61.9,77.6,38,42.7,49
Cameron Erving,9452,T,NO,3,0,20,45.1,100.0,33,37.5,33,36.3,0,100.0,88,88,28.5,100.0,42,47.7,42
Daniel Faalele,81734,T,BLT,13,0,3,55.3,100.0,48,54.5,48,50.5,0,100.0,88,88,47.1,100.0,29,33.0,29
Tre Tucker,101106,WR,LV,14,0,23,84.9,100.0,30,34.1,30,59.7,0,89.8,88,98,59.6,100.0,47,53.4,47
Irv Smith Jr.,42060,TE,CIN,12,0,7,56.1,100.0,37,42.5,37,53.8,1,100.0,87,87,54.3,100.0,41,47.1,41
Ryan Neuzil,41123,C,ATL,6,0,2,55.3,100.0,22,25.3,22,56.2,0,100.0,87,87,58.1,100.0,61,70.1,61
Kendrick Green,56642,G,HST,3,0,13,37.0,100.0,30,34.5,30,56.3,1,100.0,87,87,54.5,100.0,49,56.3,49
Peyton Hendershot,60915,TE,DAL,9,0,9,58.0,100.0,45,52.3,45,56.9,1,98.9,86,87,57.0,100.0,33,38.4,33
Ben Bartch,84236,G,SF,8,0,28,45.0,100.0,38,44.2,38,64.4,0,100.0,86,86,79.7,100.0,36,41.9,36
Brenden Jaimes,59909,C,LAC,4,0,27,47.7,100.0,31,36.0,31,39.8,0,100.0,86,86,44.3,100.0,43,50.0,43
Alijah Vera-Tucker,57107,T,NYJ,5,0,22,55.6,100.0,37,43.0,37,82.7,0,100.0,86,86,91.5,100.0,40,46.5,40
Joshua Ezeudu,77355,T,NYG,6,0,21,59.1,100.0,29,34.1,29,53.4,0,100.0,85,85,52.0,100.0,46,54.1,46
Gabe Jackson,8716,G,CAR,4,0,5,68.8,100.0,40,47.6,40,63.1,0,100.0,84,84,56.4,100.0,34,40.5,34
Daniel Jones,39395,QB,NYG,6,0,21,60.0,86.1,31,37.3,36,60.0,0,79.0,83,105,60.0,87.5,49,59.0,56
Conor McDermott,11966,T,NE,6,0,19,66.2,100.0,43,52.4,43,68.0,0,100.0,82,82,71.4,100.0,32,39.0,32
Austin Corbett,46290,G,CAR,4,0,5,62.0,100.0,31,38.3,31,51.0,0,100.0,81,81,45.9,100.0,48,59.3,48
Josh Jones,26634,T,HST,6,0,13,59.8,100.0,23,28.4,23,52.2,0,100.0,81,81,50.0,100.0,45,55.6,45
Nick Vannett,10728,TE,LAC,8,0,27,43.8,100.0,27,33.8,27,44.4,0,100.0,80,80,48.2,100.0,43,53.8,43
Tyquan Thornton,78092,WR,NE,7,0,19,68.2,100.0,44,55.0,44,65.9,0,96.4,80,83,61.7,100.0,26,32.5,26
Jake Hanson,28148,G,NYJ,5,0,22,42.3,100.0,29,36.7,29,48.7,0,100.0,79,79,61.3,100.0,41,51.9,41
Kenny Yeboah,42196,TE,NYJ,5,0,22,49.5,100.0,27,34.2,27,60.8,0,100.0,79,79,67.7,100.0,45,57.0,45
Cornelius Lucas,9025,T,WAS,7,0,32,57.8,100.0,23,29.1,23,49.7,0,100.0,79,79,50.9,100.0,48,60.8,48
Bo Melton,61610,WR,GB,7,0,12,60.6,100.0,22,27.8,22,60.7,0,96.3,79,82,63.6,100.0,48,60.8,48
Chris Conley,9509,WR,SF,10,0,28,88.5,100.0,18,23.1,18,84.2,0,100.0,78,78,74.0,100.0,48,61.5,48
Ray-Ray McCloud III,47895,WR,SF,14,0,28,56.4,100.0,18,23.1,18,75.4,0,96.3,78,81,73.4,98.0,50,64.1,51
Andrew Rupcich,156082,G,TEN,4,0,31,82.3,100.0,23,29.5,23,54.9,0,100.0,78,78,41.5,100.0,49,62.8,49
Adam Prentice,35639,FB,NO,12,1,20,47.8,100.0,25,32.5,25,43.1,1,97.5,77,79,44.9,100.0,20,26.0,20
Eric Saubert,11929,TE,HST,8,0,13,59.3,100.0,35,45.5,35,63.6,0,100.0,77,77,69.6,100.0,33,42.9,33
Marvin Jones Jr.,7158,WR,DET,6,0,11,41.7,100.0,42,54.5,42,43.3,0,100.0,77,77,67.0,100.0,32,41.6,32
Ja'Tyre Carter,78432,G,CHI,5,0,6,48.8,100.0,33,44.0,33,44.8,0,100.0,75,75,51.1,100.0,32,42.7,32
David Moore,11981,WR,TB,9,0,30,59.5,100.0,33,44.0,33,59.1,0,100.0,75,75,59.3,100.0,39,52.0,39
Dyami Brown,77986,WR,WAS,15,0,32,66.4,100.0,24,32.0,24,63.1,1,98.7,75,76,59.6,100.0,44,58.7,44
Chase Claypool,42312,WR,MIA,10,0,17,42.3,100.0,22,29.3,22,47.5,0,100.0,75,75,56.3,100.0,45,60.0,45
Josh Whyle,54037,TE,TEN,10,0,31,45.1,100.0,33,44.6,33,38.0,0,100.0,74,74,44.2,100.0,37,50.0,37
Dorian Thompson-Robinson,83574,QB,CLV,6,0,8,60.4,88.4,38,52.1,43,60.8,0,89.0,73,82,60.5,93.3,28,38.4,30
Reggie Gilliam,40951,FB,BUF,17,0,4,65.2,100.0,22,30.1,22,72.5,1,100.0,73,73,78.3,100.0,21,28.8,21
Julio Jones,6158,WR,PHI,12,0,24,55.6,100.0,22,30.1,22,56.1,0,100.0,73,73,63.2,100.0,37,50.7,37
Byron Pringle,42345,WR,WAS,16,0,32,75.2,100.0,32,45.1,32,57.7,0,100.0,71,71,57.0,100.0,36,50.7,36
Austin Schlottmann,30097,C,MIN,4,0,18,48.2,100.0,28,39.4,28,59.4,0,100.0,71,71,76.2,100.0,41,57.7,41
Jalen Guyton,34164,WR,LAC,7,0,27,52.9,100.0,22,31.4,22,30.6,0,100.0,70,70,51.7,100.0,45,64.3,45
Corey Linsley,8796,C,LAC,3,0,27,59.9,100.0,30,42.9,30,65.9,0,100.0,70,70,67.9,100.0,32,45.7,32
Halapoulivaati Vaitai,10798,G,DET,3,0,11,60.6,100.0,40,57.1,40,64.6,0,100.0,70,70,75.7,100.0,25,35.7,25
Nick Bawden,27413,FB,NYJ,16,0,22,47.5,100.0,19,27.5,19,50.8,0,97.2,69,71,55.7,100.0,40,58.0,40
Hayden Hurst,47294,TE,CAR,9,0,5,43.0,100.0,19,27.5,19,28.3,1,100.0,69,69,34.0,100.0,45,65.2,45
Jason Peters,2148,T,SEA,8,0,29,62.1,100.0,25,36.8,25,71.2,0,100.0,68,68,70.2,100.0,39,57.4,39
Carter O'Donnell,105607,G,ARZ,5,0,1,47.1,100.0,24,35.3,24,50.5,2,100.0,68,68,52.5,100.0,36,52.9,36
Payne Durham,84037,TE,TB,15,0,30,56.6,100.0,12,17.6,12,54.8,0,100.0,68,68,60.4,100.0,42,61.8,42
Jack Driscoll,27064,T,PHI,8,0,24,44.3,100.0,17,25.4,17,37.2,0,100.0,67,67,40.7,100.0,33,49.3,33
Blake Hance,46301,T,JAX,11,0,15,51.7,100.0,37,56.1,37,49.7,0,100.0,66,66,51.0,100.0,19,28.8,19
Robbie Chosen,11254,WR,MIA,8,0,17,59.3,100.0,22,33.3,22,47.4,1,100.0,66,66,58.5,100.0,40,60.6,40
Royce Newman,41746,G,GB,7,0,12,52.3,100.0,23,34.8,23,43.3,0,100.0,66,66,46.3,100.0,34,51.5,34
Nick Mullens,12282,QB,MIN,5,0,18,60.3,100.0,31,47.7,31,60.3,0,92.9,65,70,60.0,100.0,32,49.2,32
Grant Calcaterra,60997,TE,PHI,13,0,24,60.9,100.0,28,43.1,28,60.2,0,100.0,65,65,61.2,100.0,27,41.5,27
Nate Herbig,28844,G,PIT,3,0,25,65.5,100.0,10,15.4,10,71.9,0,100.0,65,65,79.7,100.0,40,61.5,40
C.J. Ham,11347,FB,MIN,17,0,18,56.4,100.0,22,34.4,22,59.5,0,98.5,64,65,63.6,96.7,29,45.3,30
Devin Duvernay,40006,WR,BLT,11,0,3,62.8,90.9,30,46.9,33,68.7,0,94.1,64,68,60.2,95.5,21,32.8,22
Gus Edwards,46027,HB,BLT,19,0,3,45.0,20.1,30,47.6,149,59.1,1,22.9,63,275,47.0,11.8,12,19.0,102
Dan Skipper,12307,G,DET,12,0,11,67.7,100.0,23,36.5,23,67.5,1,100.0,63,63,65.0,100.0,35,55.6,35
Quinn Bailey,46669,G,DEN,14,0,10,44.9,100.0,30,48.4,30,42.5,1,100.0,62,62,50.0,100.0,12,19.4,12
Christian McCaffrey,11763,HB,SF,19,0,28,53.0,5.5,6,9.7,110,30.2,0,15.5,62,400,32.0,7.8,19,30.6,245
D'Andre Swift,57212,HB,PHI,17,0,24,57.4,14.8,12,19.4,81,53.8,0,20.5,62,302,58.7,8.2,15,24.2,182
Mecole Hardman Jr.,42683,WR,KC,12,0,16,59.4,95.5,21,34.4,22,59.4,0,95.3,61,64,59.5,97.5,39,63.9,40
Richie James,28991,WR,KC,10,0,16,60.3,100.0,22,36.1,22,56.5,0,100.0,61,61,57.4,100.0,24,39.3,24
Mitch Trubisky,11757,QB,PIT,5,0,25,60.0,100.0,22,36.1,22,60.0,0,88.4,61,69,60.0,100.0,31,50.8,31
Jordan McFadden,77578,G,LAC,8,0,27,58.5,100.0,20,33.9,20,49.5,0,100.0,59,59,57.0,100.0,29,49.2,29
Kenneth Gainwell,77737,HB,PHI,17,0,24,67.6,20.0,9,15.5,45,55.4,0,39.2,58,148,58.2,10.3,6,10.3,58
Rakim Jarrett,129519,WR,TB,9,1,30,60.0,100.0,25,43.1,25,57.7,1,98.3,58,59,60.3,100.0,27,46.6,27
D.J. Montgomery,55003,WR,IND,7,0,14,73.7,100.0,25,43.1,25,70.7,0,100.0,58,58,60.6,100.0,28,48.3,28
Olusegun Oluwatimi,98581,C,SEA,4,0,29,54.7,100.0,10,17.2,10,50.1,0,100.0,58,58,50.6,100.0,39,67.2,39
Billy Turner,8702,T,NYJ,7,0,22,51.7,100.0,22,38.6,22,50.2,0,100.0,57,57,52.4,100.0,32,56.1,32
Antoine Green,77985,WR,DET,12,0,11,75.0,100.0,18,31.6,18,82.6,0,100.0,57,57,67.4,100.0,22,38.6,22
Sean McKeon,42266,TE,DAL,9,0,9,65.3,100.0,20,35.1,20,61.8,2,100.0,57,57,51.0,100.0,18,31.6,18
Kadarius Toney,61245,WR,KC,12,0,16,71.0,87.5,21,37.5,24,62.9,0,82.4,56,68,62.4,88.9,32,57.1,36
Derius Davis,78196,WR,LAC,15,0,27,53.5,83.3,15,26.8,18,43.0,0,81.2,56,69,55.2,97.1,33,58.9,34
Parris Campbell,47940,WR,NYG,11,0,21,49.7,100.0,23,41.1,23,62.5,0,100.0,56,56,72.7,100.0,27,48.2,27
Ihmir Smith-Marsette,61324,WR,CAR,10,0,5,71.2,94.4,17,30.9,18,69.4,0,87.3,55,63,56.8,100.0,36,65.5,36
Bijan Robinson,123126,HB,ATL,17,0,2,54.4,21.0,17,30.9,81,35.5,0,20.2,55,272,59.1,14.5,25,45.5,173
Trent Taylor,11932,WR,CHI,11,0,6,90.2,100.0,8,14.5,8,53.8,0,98.2,55,56,54.7,100.0,30,54.5,30
Isaiah McKenzie,11927,WR,IND,12,0,14,56.9,100.0,13,24.1,13,59.4,0,96.4,54,56,61.5,97.5,39,72.2,40
Ross Dwelley,20994,TE,SF,11,0,28,48.1,100.0,15,27.8,15,49.2,0,100.0,54,54,53.7,100.0,20,37.0,20
Justyn Ross,78021,WR,KC,10,0,16,60.2,100.0,17,31.5,17,36.5,0,100.0,54,54,60.9,100.0,23,42.6,23
Parker Washington,129799,WR,JAX,9,0,15,59.1,100.0,27,50.9,27,29.4,0,100.0,53,53,57.7,100.0,23,43.4,23
Mike Williams,11762,WR,LAC,3,0,27,61.9,100.0,23,43.4,23,75.0,0,98.1,53,54,53.9,100.0,26,49.1,26
Sam Darnold,29048,QB,SF,10,0,28,60.0,100.0,11,20.8,11,60.0,0,74.6,53,71,60.0,100.0,41,77.4,41
Elijah Cooks,61501,WR,JAX,9,0,15,40.8,100.0,24,46.2,24,46.6,1,100.0,52,52,61.2,100.0,12,23.1,12
Cole Turner,84330,TE,WAS,12,0,32,47.0,100.0,17,32.7,17,68.3,0,100.0,52,52,78.3,100.0,32,61.5,32
Drew Lock,39517,QB,SEA,4,0,29,60.0,100.0,22,42.3,22,60.0,0,96.3,52,54,60.0,100.0,27,51.9,27
Randall Cobb,6216,WR,NYJ,10,0,22,73.8,100.0,13,25.0,13,31.1,0,100.0,52,52,52.8,100.0,34,65.4,34
